0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,label
0.7108298,-0.24331243,-0.16763526,-0.2390776,-0.16574277,0.04121438,-0.31906468,-0.021929758,0.24324167,0.9222001,-0.76231706,0.07877765,-0.6637069,-0.16784413,-0.013660553,0.53161097,0.02497017,-0.058113676,-0.24629906,-0.32698646,0.66382176,0.45165718,0.09798092,0.112013705,0.7200037,-0.42107564,0.3216739,0.17091097,0.0014705943,0.05091176,-0.34341666,-0.039239142,-0.20751566,-0.3529096,0.49891177,0.24800925,-0.09910509,0.06938762,-0.004021571,-0.37998804,0.17017198,-0.33992434,0.034587007,0.20711513,0.22913887,-0.06722518,0.081084825,-0.40495515,0.057280283,0.14422995,0.15959367,0.04019921,-0.1347948,-0.029078748,0.037471958,-0.12769942,0.07162131,0.0021585121,0.058237813,-0.2826484,0
-2.9809892,0.86569405,1.2758029,-1.2347456,-0.7329868,0.19939303,0.08714756,-0.01902183,0.90798,0.983297,0.11117471,-0.4265088,-0.3916272,0.25422376,0.26176465,0.016726388,0.0635132,0.32188705,0.16983053,0.19547878,-0.3589473,0.1830369,-0.022349173,-0.1284659,0.34254536,-0.46640444,0.075443245,-0.4737498,0.17985763,0.00396844,-0.0374483,0.16061877,-0.17995206,0.30175278,0.12925385,-0.65536976,-0.32336795,0.009729157,-0.13174821,-0.10134175,0.037567355,-0.17700629,0.37145457,0.014552574,0.056053665,-0.11381602,-0.010247183,0.18665227,-0.32938665,0.028213162,0.09059988,0.030034067,-0.22541057,-0.09736208,0.2747503,0.30391812,0.12455807,-0.10015266,0.030003188,0.10709348,1
-1.4473537,-0.5310125,-0.3017065,1.0917602,-0.03629567,-0.25389302,-0.53714657,-0.28998858,-0.08343116,-0.713948,0.1850769,0.17465651,-0.22882551,-0.2555397,0.26091704,-0.3275225,0.36472836,-0.056311447,0.045790184,0.24955231,0.12727696,0.23038921,0.13417685,0.090104654,0.015226068,0.019618612,-0.24643578,0.14608815,-0.25106037,-0.14734429,-0.14357948,0.31999785,-0.5492371,0.13551405,0.4396068,-0.19121818,0.4268419,-0.21964514,0.08381857,-0.3681631,-0.122633085,-0.06317498,-0.34412518,-0.16368164,-0.38036695,0.20637418,-0.23139985,0.01580207,0.1684441,-0.27771878,-0.14353418,-0.3421539,-0.30151486,0.09362298,0.05515605,-0.1316201,-0.08636182,-0.1500738,0.24927248,0.01989726,0
3.21587,0.21397492,-0.5376911,-1.1657213,1.7204248,0.36193302,0.16845089,0.25943825,-0.18647136,0.50613433,0.13049716,0.40051714,0.39546192,-0.20055485,0.55775064,-0.45530894,0.4778025,0.18868802,-0.041365243,0.2558954,0.57840645,-0.39633885,-0.35149112,-0.075580545,-0.422757,0.45926973,0.3295117,-0.16017023,-0.11411129,-0.4175787,-0.06575076,-0.054171186,0.22453828,0.1489405,-0.22901356,-0.736307,-0.2601315,0.23192477,0.026390009,0.36240664,0.33224398,-0.31709546,-0.25541398,-0.0010795144,-0.3351576,0.01937053,0.54026645,-0.27163446,0.11337727,0.07909868,0.13744903,0.1683494,-0.16804263,0.2871149,-0.18221037,-0.2183883,-0.065419875,-0.27453262,-0.18600914,0.26385495,1
-0.6563764,0.18882962,0.0004276526,-0.7075208,0.49988237,-0.39468357,-0.13914582,1.6409029,2.4766111,0.7296734,0.61122024,0.051981397,-0.21437152,-0.43659577,-0.16527991,0.5302683,0.7837871,0.120893165,-0.5251054,0.080265746,0.41908824,-0.19048211,-0.110000595,0.5668392,0.27820966,0.29530177,0.007538205,0.057508703,0.13706747,-0.65974396,0.47781527,0.04831856,-0.53831106,0.25486732,0.24232998,-0.20973754,-0.6197469,-0.30766997,-0.9813511,-0.23321578,0.018325275,-0.22525097,0.2988555,0.34010217,0.03561715,0.1075918,-0.12849098,0.2147207,0.10454833,0.41845688,-0.20461287,-0.35715118,0.10699734,0.25800827,0.11833727,-0.05784405,-0.31759223,0.052051853,-0.1491928,0.18095209,0
-0.99575955,-0.89673805,-0.17330843,0.49649826,-0.10225642,-0.32532242,-0.3204662,-0.06901199,-0.4768033,-0.0805898,-0.37904817,0.43529633,-0.13645694,0.06368544,-0.34481958,-0.56304026,0.3692407,0.3494278,-0.10750797,-0.008076846,0.20445782,-0.28029007,0.10796173,-0.49000493,0.2508516,0.05165274,0.18497041,-0.5972917,-0.36542323,-0.09373886,0.46640596,-0.16065381,-0.05300669,0.009982753,0.07403096,-0.13911487,0.5377121,0.13210201,-0.32841536,0.53949326,-0.12672059,-0.2108263,0.030589199,-0.30687812,0.13581963,0.39550903,-0.05189939,0.12217012,-0.07651343,0.24617743,-0.13311158,0.050530232,0.21155863,-0.3716398,-0.19087464,-0.23364267,0.4555527,-0.17707309,0.055610746,0.34406468,1
-0.31771088,0.039789256,-0.163383,0.3224118,0.7288682,0.038772933,-0.21242335,1.3418957,1.086874,0.93134636,-0.03138215,0.29757276,-0.62660104,-0.29080495,-0.3047,0.5709411,1.1149541,0.27505887,-0.25775534,-0.1805413,0.33249345,-0.20208366,-0.10326768,-0.12787467,-0.018435802,0.17593008,0.017721782,-0.1839751,0.07328461,-0.3783355,0.21232584,0.12385377,0.13149732,-0.03289837,0.040823948,-0.14042974,-0.52727664,0.039237026,-0.36495665,0.027525565,0.05080546,0.106870875,0.122762375,-0.05569012,-0.1172069,0.05028865,-0.25065798,-0.27697632,0.039472513,0.16302608,0.17088641,0.038569387,-0.30900592,-0.25020802,-0.16927014,0.04296511,0.04397549,0.11772317,0.23269027,0.25135592,0
-0.13419391,-0.78251076,-0.28972846,0.9143175,0.28353795,-0.24159741,-0.99142045,0.03836448,0.007048684,0.35034144,-0.07127971,-0.4960152,-0.800398,0.42281872,0.3824941,0.49544403,0.023926847,0.14750028,0.18995272,-0.5087823,-0.05062437,-0.5421972,-0.15768997,0.2462395,-0.4480515,-0.35836127,0.35166985,-0.1265312,0.05765308,0.004082435,0.15817879,0.05924746,0.1874139,0.050302412,0.07620669,0.023632571,0.15252095,-0.13975325,-0.07745543,0.20086168,0.20742337,-0.02364601,-0.24269384,-0.25578368,-0.12271561,0.16085394,0.057855647,0.16394392,0.011712335,0.2104782,0.027362674,-0.012669593,-0.035432614,0.18491839,-0.19724151,-0.3919443,-0.35771748,-0.020024415,-0.016113643,-0.072103254,0
-0.5881992,-0.5751423,-0.5079685,1.6917106,0.14413169,0.34371543,1.6369054,0.27696776,0.25081584,-0.41489938,-0.27050737,0.27884942,-0.40072328,-0.20193386,0.055489514,-0.009282663,-0.015431093,0.12263054,-0.19141002,0.04823052,0.084224544,-0.28702372,0.096521825,-0.096610546,0.015292197,0.016623152,0.10483124,-0.00602355,0.13041933,-0.23015626,-0.42978677,0.15424591,-0.13671574,-0.2089293,-0.19826633,0.08861618,0.32172737,-0.16551875,-0.06591046,-0.0009911458,0.3028133,0.057027783,-0.119266935,-0.20011419,-0.17340247,-0.07915715,-0.26121467,0.022419052,-0.27649897,-0.33920458,-0.04349314,0.06519253,-0.16965078,-0.12206887,0.11029854,0.20589514,-0.22157648,0.14982665,0.07741094,-0.13386135,0
2.2201283,1.3796486,-0.7410138,-0.44027355,1.413712,0.046151552,-0.48029345,-0.4279263,0.1963864,-0.8573308,-0.9651042,0.22020783,0.92591614,0.9787836,0.14033706,-0.3853316,0.37660047,-0.79367864,-0.034000568,-0.17819245,0.18575926,0.24315044,-0.77723235,-0.2884164,0.054308992,0.22313274,-0.46348345,-0.0788652,0.03685285,0.09816678,-0.8779945,0.53136563,0.38424927,-0.31221506,0.2000817,-0.17492849,-0.35788524,0.41796872,0.12231503,0.7185462,-0.16790663,-0.35492846,-0.14679864,0.42099014,-0.13749859,0.28464174,0.053850755,-0.08068486,-0.0073795235,0.116582684,0.16172023,-0.035228476,0.009985333,0.07922065,-0.05893573,0.16972502,-0.080549926,0.32835934,0.089843184,-0.08604199,1
1.0673456,-0.68408126,-0.011127133,0.3369292,-0.12596324,0.28017437,-0.17875467,-0.14540963,0.40430826,0.5309242,-0.0284147,0.12578782,-0.0025751444,-0.18938549,-0.9024752,-0.25245345,-0.09347424,-0.050242003,0.12824872,-0.036061354,0.15905574,0.024718031,-0.030083764,-0.34502417,0.10919016,0.6319734,0.27806145,-0.08616054,-0.06807802,0.47465408,-0.24196923,-0.037070762,0.075788155,-0.13674851,0.0964842,0.2504972,0.24235313,-0.24404494,-0.082941964,0.006318947,-0.22821327,0.084664494,0.00051780086,-0.40879315,0.038766667,0.30112815,-0.2510628,-0.35440087,0.043462757,-0.48147613,0.017790625,-0.05190203,0.5878054,0.08541922,0.1248026,0.13191214,0.28267634,-0.30382797,-0.043084472,-0.20956516,0
-1.2768954,0.33416095,0.8256945,-0.85888016,-0.086874396,0.27466637,0.3236187,0.14195587,0.14769995,0.5541166,-0.36308375,-0.10856183,-0.6128386,0.045893446,-0.3652043,0.6448161,0.17080611,-0.8453933,-0.036522824,-0.2203816,0.22631338,0.011167209,-0.05993174,0.16124548,0.52313817,-0.7043788,0.7328692,0.46738532,-0.40094933,0.08222562,-0.8591949,-0.015132958,0.0022112723,-0.20897119,0.29684922,-0.34522995,0.12767921,-0.24886265,0.0130108325,-0.24327397,0.38208434,-0.12852433,0.5243309,-0.06595476,0.40904406,-0.53871953,0.19093968,-0.4189679,0.09707868,0.054054134,0.20920722,-0.11499292,-0.37419033,0.37746978,0.28482592,-0.043921273,-0.071641035,-0.06503309,0.13664725,0.11672273,0
4.181477,-0.3158085,0.6862017,-0.3180666,-0.19500029,1.0726862,-0.71322733,0.1577211,0.3960314,-0.8493269,-0.63900226,-0.26557213,0.22270532,-0.92776436,0.11263876,0.2928057,0.616971,0.47566897,-0.44684777,-0.71620744,-0.82330537,0.18762667,-0.16324157,-0.023198204,0.121514134,0.271163,-0.25912347,0.16388343,0.05495172,-0.27003548,0.014067129,-0.14548334,-0.17169033,-0.020035833,0.10236812,-0.27876845,-0.06445175,0.16465515,0.05450282,-0.2257919,-0.14299339,0.13579623,-0.16773148,-0.46425164,0.0010647962,0.06596637,-0.06548518,-0.07407328,0.4620628,0.056350116,0.16503164,0.22684513,0.025365708,0.14939097,0.39064434,-0.19788238,-0.055041768,-0.043750856,0.029345347,0.22874308,0
0.47681922,0.6179322,0.24914114,-1.5715519,-0.17307258,-1.367738,0.19650754,-0.84032273,0.30396807,-0.23900971,0.023955412,-0.8083355,-0.27422562,-0.33867255,0.27058506,0.026888352,0.798376,-0.7685258,0.7319697,0.15792398,-0.105096124,-0.116768144,-0.97057676,-0.489031,0.056796636,0.3210729,0.790211,0.45946598,-0.41061532,0.7138361,-0.6946864,0.2019136,-0.2569786,0.082265444,0.30905485,0.108650826,0.39623508,0.5054306,-0.5560114,0.47404107,-0.022730054,-0.2877134,-0.041903168,0.30569217,0.33882302,0.2692911,0.2037106,0.26082888,-0.041175555,0.2749838,-0.09238913,-0.08641956,0.06049871,0.19854471,0.21223351,0.08280834,0.07471398,0.19449653,-0.1530322,0.10075836,1
-1.193512,6.045111,-4.4978056,0.5894114,-1.805003,0.17644213,-0.5905388,0.50819296,0.23899864,-0.33189204,-0.1354106,-0.47826234,0.092112646,-0.3704017,-0.4901696,0.13792683,0.121969484,-0.11126864,-0.30649278,0.18700413,-0.34364143,-0.06995781,0.23634432,-0.051982567,-0.13653255,0.08690579,0.22430682,0.10441652,0.1531869,0.059996188,0.21491626,0.29869366,0.25240314,-0.110062025,-0.02269055,0.046510376,0.15753911,-0.120108575,-0.19485119,0.08591957,-0.02521531,0.15408055,-0.091781296,0.251416,-0.1177505,-0.03549241,0.15045413,0.17842092,0.13470861,-0.16469829,-0.17007576,-0.14589767,0.10329316,0.089315996,-0.24504699,0.26925474,-0.020475063,-0.11886752,0.10928603,-0.020166196,1
-1.8521618,-0.36099467,0.38928896,0.10614545,-0.19415975,-0.76211804,-0.21333352,-0.2814451,0.07488375,0.14440042,-0.5247217,0.3239215,0.03633942,-0.4752233,-0.13997039,-0.6219962,-0.060946744,-0.38670126,-0.6248471,-0.03467455,-0.14140825,-0.08910543,0.037408303,0.10998262,-0.21941474,-0.09678858,0.08730716,-0.07808102,0.13948631,0.113716975,-0.011823776,-0.31930056,0.24264295,-0.0049169697,-0.10167118,0.015003896,-0.32149115,0.14228804,-0.022399597,0.14469577,0.04143323,0.3851269,-0.04353919,-0.28690416,-0.03391151,0.07554214,-0.16503334,0.023295691,0.24899389,0.17824455,-0.14800984,-0.13600315,0.037175663,0.10016258,0.14147228,0.08103252,-0.10338242,-0.11808876,0.10367198,0.04768473,0
-0.10730695,-0.8265385,-0.22083259,-0.31660733,-0.036504738,-0.60649073,-0.25751236,0.3044346,-0.9761859,-0.44059438,0.23991795,1.0963984,1.1078117,-0.65953875,-0.8088513,0.16967659,0.12079702,0.24614161,1.0763097,0.28429455,0.4956873,0.16350746,0.07470582,0.47681957,-0.23234889,-0.38927928,-0.16871329,0.5207176,-0.22269563,0.2935682,0.34505558,0.57737577,-0.09265923,-0.13541378,-0.113187596,-0.43856737,0.1985704,0.387555,0.18621303,0.032108583,0.6179998,0.3561942,0.011167016,0.11071417,0.1917445,-0.6580664,-0.097749814,0.13152207,-0.1690595,0.3461034,-0.69693714,0.15928309,0.012956738,0.47790575,-0.11023,0.15239267,0.4570686,0.43180943,-0.5684737,-0.17279567,0
-1.0428956,-0.4469721,-0.006530436,1.0345731,0.32353374,0.17475924,-0.7028085,-0.99251854,0.6295468,-0.03793522,-0.10710289,-0.14817375,-0.0242647,0.16371961,-0.111985184,0.001633345,-0.1968721,-0.05165687,-0.07990793,0.22452907,-0.02957838,0.21398465,0.009867348,0.08225519,0.010561223,0.059883416,0.20695123,-0.22605306,0.21178195,-0.12711775,0.12993672,0.09978389,0.22469623,-0.19634536,-0.1317559,0.10469292,-0.085046805,-0.1791628,-0.04162954,0.07786066,0.032636963,-0.03447632,0.05097886,-0.15717089,-0.12577407,0.07098323,-0.06529888,-0.21340375,0.03603095,0.110855006,-0.16239423,-0.16493829,-0.06470764,0.081680745,0.22850038,0.12414415,0.0025313648,0.14084272,0.04035986,-0.02166006,0
3.5761764,-0.24949443,0.3088653,-0.5314053,-0.04438369,0.6510762,-0.335639,0.040667266,0.3789625,-0.124174215,0.087043196,0.16167907,0.11870084,-0.561373,-0.37851718,-0.25914723,0.30337617,0.16893475,0.18438655,-0.26830152,0.020055734,-0.20632268,0.13756321,-0.105754,0.14966238,-0.12872356,-0.52908796,-0.014313072,-0.041409682,0.016765641,0.5428054,-0.20918722,0.030367771,-0.16098177,0.026685243,-0.26964974,-0.1486774,-0.04880429,-0.10095339,0.06513522,0.24083365,0.23844789,0.08583966,-0.055088356,-0.11456017,-0.16100302,0.009682447,0.027894849,0.118767776,-0.07467953,-0.03105746,0.0017295834,-0.120368876,-0.18440245,-0.17309438,0.0006059757,-0.07531005,-0.0027344374,-0.16266334,-0.016340606,1
-2.7131038,0.85166687,1.302826,-0.27104557,-0.12712651,1.4817712,-0.4641419,0.11725026,0.50383633,0.99143404,-0.2694399,0.66685295,0.31977427,-0.62746507,0.28681377,0.14268425,0.4795594,0.1267817,-0.38475326,0.36662632,0.064678885,-0.32540172,0.1667319,0.3792939,0.24908395,-0.18957192,0.053319234,0.15842564,-0.07092391,0.17092063,-0.14949465,-0.44500995,0.14329702,-0.08095586,-0.5792443,-0.102446966,-0.07578024,-0.3664968,0.028268017,0.27425468,0.22536296,0.6146137,0.20599554,0.51760936,0.13566953,0.0865734,-0.09582731,-0.16108443,0.060109902,-0.12684885,0.17735961,-0.053180087,-0.35544822,0.12343569,0.6770148,0.0049614054,-0.18715817,0.042774487,-0.1420061,-0.51367426,0
-0.36717337,-0.27645132,-0.251085,-0.2807073,-0.71631145,-0.5760341,0.38119105,-0.36985108,0.6763993,0.17315063,-0.46612778,1.4259232,0.12944227,-0.27853426,-0.29057953,0.25704545,-0.56073415,-0.8792097,0.11634216,-0.18648037,0.012641082,-0.083603546,-0.34005067,0.32919297,0.23813885,0.06955733,0.14325131,0.14084145,0.15049393,-0.24584883,-0.16015905,-0.08115663,0.037322972,0.118210815,0.18732132,-0.14984198,0.20848735,-0.093829386,-0.4673386,-0.14313759,0.21434374,-0.036788058,0.0104802735,0.07981627,-0.22794594,-0.5494676,-0.043732706,-0.10942304,-0.16052684,-0.022748256,-0.103724174,0.058648556,-0.039115876,0.09008886,0.12710208,0.3874563,0.09961518,0.2914066,0.30636665,-0.09377395,0
-1.336913,0.46530297,0.572599,-1.3312691,0.93787,-0.3527206,0.055430565,0.0060785613,-0.8995927,0.010505232,0.15923895,-0.5298121,0.03370412,-0.27851516,-0.5082718,0.3925045,-0.04055331,0.07897452,-0.28594756,-0.24300265,-0.33612764,0.42125708,-0.28409424,0.25138673,0.3317722,-0.14654419,-0.12253572,-0.115857296,0.01965364,0.009506779,0.122842856,0.23944993,0.16587418,-0.3790459,0.16966923,0.048153758,0.3194038,0.35943747,-0.25530878,-0.29539314,0.13971487,-0.12147658,-0.0055481507,0.11049188,-0.23312385,0.04790407,-0.12838936,0.039205987,-0.11847835,0.0670653,-0.00015336183,-0.21490113,-0.02036815,-0.21410775,-0.09356696,0.022971926,0.031699806,-0.07511838,0.0685941,-0.018877078,1
-0.538452,-0.7518713,-0.24791662,1.1574098,0.06507466,-0.1437486,-0.14840971,0.009479349,-0.69106513,-0.09262862,-0.11775021,-0.22641514,-0.2617014,0.10670129,0.08872263,-0.08078352,0.48521325,0.58128816,-0.31204128,0.32519022,0.19403896,-0.09972534,-0.042374056,-0.040762655,0.12088475,0.035317414,0.06473685,-0.33861107,-0.051365413,0.31180754,0.19278628,-0.17539085,-0.3954748,0.14653075,0.28196132,0.25285017,0.004727284,0.28077,0.34153232,-0.22393328,-0.06588004,0.085853614,-0.009077873,0.15218234,0.0985047,0.3894386,-0.23189566,0.25781927,-0.008980666,-0.30086708,-0.19654755,-0.4475893,0.09497031,0.2941055,0.16014326,0.19036405,-0.05712747,0.15997642,0.24684875,0.16579781,0
-1.8147538,-0.61802036,-0.17648594,0.7920734,-0.235275,-0.84122765,-0.6823157,-0.40183043,-0.13829167,-0.21722606,0.31874695,-0.5096661,0.603252,0.14241718,-0.057704855,-0.32271355,0.31301364,0.38325778,-0.25242278,-0.06207324,0.17298721,-0.07808406,-0.09532127,0.08607822,-0.17166793,0.08558977,-0.0832274,-0.13772435,0.21868145,-0.13860832,-0.22310671,0.26841015,-0.66865885,-0.15081382,0.3473161,0.085429095,-0.3526872,-0.02062949,0.18366115,-0.41513845,0.24730209,-0.08212795,-0.25354525,-0.24932817,-0.20765087,-0.43880495,0.49517968,-0.19636238,-0.8344222,0.019946126,0.26559088,0.30176595,0.24176441,-0.2190439,0.13879815,-0.13866308,0.030146807,0.21425867,-0.3222928,0.02620202,0
-0.9630857,-0.50998634,-0.01119548,0.94030994,0.1277272,0.075302444,-0.16138324,-0.13954782,-0.15649638,0.7726215,-0.6096044,0.011684553,-0.6779649,-0.14933798,-0.31059656,-0.53774804,0.35777757,-0.224546,-0.3130382,0.16366102,0.2030579,-0.044304546,0.12227366,-0.13573854,-0.4368703,-0.020268286,0.21906433,-0.07145392,0.25149345,0.3692764,0.14871542,-0.16212639,0.2050381,-0.083311796,-0.29123053,0.30865958,0.0011493119,-0.03102119,0.09999685,0.22502905,0.20128961,0.36570913,-0.005312552,-0.36128858,0.12746462,-0.07661473,-0.17562214,0.3182259,0.23561032,0.0059825587,-0.19885501,0.07977829,0.2027291,0.05889604,0.25758043,0.027380906,-0.16278808,0.10980453,0.3030068,-0.11365935,0
